Quadrat,Transect,Site,Measurement,Value
3,8,PI15,SPA,90
3,1,PI15,SPA,31
4,8,PI15,SPA,69
5,8,PI15,SPA,3
1,9,PI15,SPA,0.1
2,9,PI15,SPA,100
3,9,PI15,SPA,82
4,9,PI15,SPA,21
5,9,PI15,SPA,17
1,10,PI15,SPA,97
2,10,PI15,SPA,2
3,10,PI15,SPA,85
4,1,PI15,SPA,14
4,10,PI15,SPA,85
5,10,PI15,SPA,2
1,11,PI15,SPA,100
2,11,PI15,SPA,29
3,11,PI15,SPA,52
4,11,PI15,SPA,85
5,11,PI15,SPA,0
1,12,PI15,SPA,92
2,12,PI15,SPA,4
3,12,PI15,SPA,0
5,1,PI15,SPA,100
4,12,PI15,SPA,28
5,12,PI15,SPA,0
1,2,PI15,SPA,100
2,2,PI15,SPA,0.6
3,2,PI15,SPA,88
4,2,SQ,SPA,0
5,2,SQ,SPA,0.6
1,3,SQ,SPA,0
2,3,SQ,SPA,0
3,3,SQ,SPA,0
4,3,SQ,SPA,1
5,3,SQ,SPA,2
1,4,SQ,SPA,3
2,4,SQ,SPA,30
3,4,SQ,SPA,0
1,1,SQ,SPA,0
4,4,SQ,SPA,2
5,4,SQ,SPA,28
5,5,SQ,SPA,89
4,5,SQ,SPA,0
3,5,SQ,SPA,38
2,5,SQ,SPA,0
1,5,SQ,SPA,10
1,6,SQ,SPA,70
2,6,SQ,SPA,0
3,6,SQ,SPA,0
2,1,SQ,SPA,1.5
4,6,SQ,SPA,30
5,6,SQ,SPA,40
1,7,SQ,SPA,88
2,7,SQ,SPA,0
3,7,SQ,SPA,0
4,7,SQ,SPA,28
5,7,SQ,SPA,15
1,8,SQ,SPA,77
2,8,SQ,SPA,1
3,8,SQ,SPA,0
3,1,SQ,SPA,3
4,8,SQ,SPA,45
5,8,SQ,SPA,0
1,9,SQ,SPA,5
2,9,SQ,SPA,60
3,9,SQ,SPA,3
4,9,SQ,SPA,0.5
5,9,SQ,SPA,0
1,10,SQ,SPA,68
2,10,SQ,SPA,0
3,10,SQ,SPA,9
4,1,SQ,SPA,52
4,10,SQ,SPA,8
5,10,SQ,SPA,0
1,11,SQ,SPA,84
2,11,SQ,SPA,0
3,11,SQ,SPA,0
4,11,SQ,SPA,0.1
5,11,SQ,SPA,64
1,12,SQ,SPA,88
2,12,SQ,SPA,28
3,12,SQ,SPA,3
5,1,SQ,SPA,18
4,12,SQ,SPA,48
5,12,SQ,SPA,35
1,2,SQ,SPA,0
2,2,SQ,SPA,0
3,2,SQ,SPA,0
4,2,W,SPA,59
5,2,W,SPA,5
1,3,W,SPA,90
2,3,W,SPA,40
3,3,W,SPA,45
4,3,W,SPA,78
5,3,W,SPA,15
1,4,W,SPA,20
2,4,W,SPA,70
3,4,W,SPA,78
1,1,W,SPA,88
4,4,W,SPA,41
5,4,W,SPA,7
1,5,W,SPA,100
2,5,W,SPA,10
3,5,W,SPA,12
4,5,W,SPA,0
5,5,W,SPA,22
1,6,W,SPA,100
2,6,W,SPA,73
3,6,W,SPA,26
2,1,W,SPA,70
4,6,W,SPA,8
5,6,W,SPA,0
1,7,W,SPA,100
2,7,W,SPA,13
3,7,W,SPA,21
4,7,W,SPA,0
5,7,W,SPA,0
1,8,W,SPA,0
2,8,W,SPA,0
3,8,W,SPA,40
3,1,W,SPA,75
4,8,W,SPA,0
5,8,W,SPA,0
1,9,W,SPA,50
2,9,W,SPA,40
3,9,W,SPA,83
4,9,W,SPA,60
5,9,W,SPA,0.6
1,10,W,SPA,95
2,10,W,SPA,69
3,10,W,SPA,59
4,1,W,SPA,37
4,10,W,SPA,75
5,10,W,SPA,27
1,11,W,SPA,98
2,11,W,SPA,75
3,11,W,SPA,43
4,11,W,SPA,33
5,11,W,SPA,52
1,12,W,SPA,96
2,12,W,SPA,25
3,12,W,SPA,39
5,1,W,SPA,3
4,12,W,SPA,78
5,12,W,SPA,2
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
1,2,W,SPA,53
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
0,0,W,SPA,0
2,2,W,SPA,48
3,2,W,SPA,90
2,11,EP,SPA Density,317.3333333333333
1,11,EP,SPA Density,184
5,10,EP,SPA Density,2.6666666666666665
4,10,EP,SPA Density,346.6666666666667
3,10,EP,SPA Density,525.3333333333334
2,10,EP,SPA Density,402.6666666666667
1,10,EP,SPA Density,45.333333333333336
1,9,EP,SPA Density,64
2,9,EP,SPA Density,157.33333333333334
3,9,EP,SPA Density,344
1,12,EP,SPA Density,205.33333333333334
4,9,EP,SPA Density,309.3333333333333
5,9,EP,SPA Density,24
1,8,EP,SPA Density,104
2,8,EP,SPA Density,520
3,8,EP,SPA Density,90.66666666666667
4,8,EP,SPA Density,501.3333333333333
5,8,EP,SPA Density,85.33333333333333
1,7,EP,SPA Density,178.66666666666666
2,7,EP,SPA Density,472
3,7,EP,SPA Density,533.3333333333334
2,12,EP,SPA Density,624
4,7,EP,SPA Density,133.33333333333334
5,7,EP,SPA Density,5.333333333333333
1,6,EP,SPA Density,136
2,6,EP,SPA Density,426.6666666666667
3,6,EP,SPA Density,525.3333333333334
4,6,EP,SPA Density,536
5,6,EP,SPA Density,0
5,5,EP,SPA Density,176
4,5,EP,SPA Density,34.666666666666664
3,5,EP,SPA Density,458.6666666666667
3,12,EP,SPA Density,242.66666666666666
2,5,EP,SPA Density,154.66666666666666
1,5,EP,SPA Density,192
1,4,EP,SPA Density,141.33333333333334
2,4,EP,SPA Density,437.3333333333333
3,4,EP,SPA Density,168
4,4,EP,SPA Density,189.33333333333334
5,4,EP,SPA Density,0
5,3,EP,SPA Density,26.666666666666668
4,3,EP,SPA Density,0
3,3,EP,SPA Density,0
4,12,EP,SPA Density,98.66666666666667
2,3,EP,SPA Density,2.6666666666666665
1,3,EP,SPA Density,112
1,2,EP,SPA Density,229.33333333333334
2,2,EP,SPA Density,130.66666666666666
3,2,EP,SPA Density,0
4,2,EP,SPA Density,101.33333333333333
5,2,EP,SPA Density,32
1,1,EP,SPA Density,194.66666666666666
2,1,EP,SPA Density,80
3,1,EP,SPA Density,56
5,12,EP,SPA Density,0
4,1,EP,SPA Density,170.66666666666666
5,1,EP,SPA Density,0
5,11,EP,SPA Density,213.33333333333334
4,11,EP,SPA Density,184
3,11,EP,SPA Density,477.3333333333333
4,8,GC,SPA Density,0
5,8,GC,SPA Density,0
1,12,GC,SPA Density,194.66666666666666
2,12,GC,SPA Density,24
3,12,GC,SPA Density,170.66666666666666
4,12,GC,SPA Density,0
5,12,GC,SPA Density,0
1,7,GC,SPA Density,101.33333333333333
2,7,GC,SPA Density,98.66666666666667
1,6,GC,SPA Density,122.66666666666667
1,10,GC,SPA Density,229.33333333333334
2,6,GC,SPA Density,69.33333333333333
5,1,GC,SPA Density,2.6666666666666665
1,4,GC,SPA Density,202.66666666666666
2,4,GC,SPA Density,424
3,4,GC,SPA Density,0
4,4,GC,SPA Density,0
5,4,GC,SPA Density,0
1,5,GC,SPA Density,168
2,5,GC,SPA Density,0
3,5,GC,SPA Density,0
2,10,GC,SPA Density,16
4,5,GC,SPA Density,234.66666666666666
5,5,GC,SPA Density,0
1,11,GC,SPA Density,98.66666666666667
2,11,GC,SPA Density,32
3,11,GC,SPA Density,0
4,11,GC,SPA Density,0
5,11,GC,SPA Density,0
1,9,GC,SPA Density,117.33333333333333
2,9,GC,SPA Density,0
3,9,GC,SPA Density,0
3,10,GC,SPA Density,0
4,9,GC,SPA Density,0
5,9,GC,SPA Density,0
5,7,GC,SPA Density,0
4,7,GC,SPA Density,258.6666666666667
3,7,GC,SPA Density,8
5,6,GC,SPA Density,0
4,6,GC,SPA Density,0
4,10,GC,SPA Density,0
5,10,GC,SPA Density,0
1,8,GC,SPA Density,130.66666666666666
2,8,GC,SPA Density,357.3333333333333
3,8,GC,SPA Density,208
4,2,Med,SPA Density,0
5,2,Med,SPA Density,0
1,3,Med,SPA Density,0
2,3,Med,SPA Density,0
3,3,Med,SPA Density,0
4,3,Med,SPA Density,0
5,3,Med,SPA Density,0
1,4,Med,SPA Density,16
2,4,Med,SPA Density,24
3,4,Med,SPA Density,10.666666666666666
1,1,Med,SPA Density,101.33333333333333
4,4,Med,SPA Density,21.333333333333332
5,4,Med,SPA Density,0
5,5,Med,SPA Density,0
4,5,Med,SPA Density,0
3,5,Med,SPA Density,0
2,5,Med,SPA Density,0
1,5,Med,SPA Density,26.666666666666668
1,6,Med,SPA Density,21.333333333333332
2,6,Med,SPA Density,205.33333333333334
3,6,Med,SPA Density,640
2,1,Med,SPA Density,256
4,6,Med,SPA Density,861.3333333333334
5,6,Med,SPA Density,0
1,7,Med,SPA Density,218.66666666666666
2,7,Med,SPA Density,448
3,7,Med,SPA Density,736
4,7,Med,SPA Density,93.33333333333333
5,7,Med,SPA Density,0
1,8,Med,SPA Density,122.66666666666667
2,8,Med,SPA Density,706.6666666666666
3,8,Med,SPA Density,821.3333333333334
3,1,Med,SPA Density,136
4,8,Med,SPA Density,733.3333333333334
5,8,Med,SPA Density,0
5,9,Med,SPA Density,210.66666666666666
4,9,Med,SPA Density,461.3333333333333
3,9,Med,SPA Density,437.3333333333333
2,9,Med,SPA Density,904
1,9,Med,SPA Density,154.66666666666666
5,10,Med,SPA Density,176
4,10,Med,SPA Density,200
3,10,Med,SPA Density,402.6666666666667
4,1,Med,SPA Density,0
2,10,Med,SPA Density,245.33333333333334
1,10,Med,SPA Density,266.6666666666667
1,11,Med,SPA Density,72
2,11,Med,SPA Density,440
3,11,Med,SPA Density,461.3333333333333
4,11,Med,SPA Density,202.66666666666666
5,11,Med,SPA Density,0
1,12,Med,SPA Density,98.66666666666667
2,12,Med,SPA Density,669.3333333333334
3,12,Med,SPA Density,352
5,1,Med,SPA Density,18.666666666666668
4,12,Med,SPA Density,250.66666666666666
5,12,Med,SPA Density,304
1,2,Med,SPA Density,0
2,2,Med,SPA Density,437.3333333333333
3,2,Med,SPA Density,0
4,2,N,SPA Density,341.3333333333333
5,2,N,SPA Density,288
1,3,N,SPA Density,53.333333333333336
2,3,N,SPA Density,685.3333333333334
3,3,N,SPA Density,224
4,3,N,SPA Density,504
5,3,N,SPA Density,0
1,4,N,SPA Density,98.66666666666667
2,4,N,SPA Density,336
3,4,N,SPA Density,282.6666666666667
1,1,N,SPA Density,338.6666666666667
4,4,N,SPA Density,386.6666666666667
5,4,N,SPA Density,0
1,5,N,SPA Density,274.6666666666667
2,5,N,SPA Density,560
3,5,N,SPA Density,589.3333333333334
4,5,N,SPA Density,120
5,5,N,SPA Density,90.66666666666667
1,6,N,SPA Density,274.6666666666667
2,6,N,SPA Density,800
3,6,N,SPA Density,400
2,1,N,SPA Density,72
4,6,N,SPA Density,146.66666666666666
5,6,N,SPA Density,8
1,7,N,SPA Density,224
2,7,N,SPA Density,293.3333333333333
3,7,N,SPA Density,704
4,7,N,SPA Density,381.3333333333333
5,7,N,SPA Density,58.666666666666664
1,8,N,SPA Density,237.33333333333334
2,8,N,SPA Density,477.3333333333333
3,8,N,SPA Density,466.6666666666667
3,1,N,SPA Density,301.3333333333333
4,8,N,SPA Density,426.6666666666667
5,8,N,SPA Density,85.33333333333333
1,9,N,SPA Density,285.3333333333333
2,9,N,SPA Density,494.6666666666667
3,9,N,SPA Density,749.3333333333334
4,9,N,SPA Density,573.3333333333334
5,9,N,SPA Density,362.6666666666667
1,10,N,SPA Density,277.3333333333333
2,10,N,SPA Density,397.3333333333333
3,10,N,SPA Density,669.3333333333334
4,1,N,SPA Density,584
4,10,N,SPA Density,629.3333333333334
5,10,N,SPA Density,53.333333333333336
1,11,N,SPA Density,373.3333333333333
2,11,N,SPA Density,274.6666666666667
3,11,N,SPA Density,229.33333333333334
4,11,N,SPA Density,258.6666666666667
5,11,N,SPA Density,261.3333333333333
1,12,N,SPA Density,202.66666666666666
2,12,N,SPA Density,573.3333333333334
3,12,N,SPA Density,90.66666666666667
5,1,N,SPA Density,312
4,12,N,SPA Density,381.3333333333333
5,12,N,SPA Density,181.33333333333334
1,2,N,SPA Density,224
2,2,N,SPA Density,178.66666666666666
3,2,N,SPA Density,474.6666666666667
4,2,PI,SPA Density,336
5,2,PI,SPA Density,216
1,3,PI,SPA Density,312
2,3,PI,SPA Density,8
3,3,PI,SPA Density,104
4,3,PI,SPA Density,128
5,3,PI,SPA Density,80
1,4,PI,SPA Density,208
2,4,PI,SPA Density,18.666666666666668
3,4,PI,SPA Density,834.6666666666666
1,1,PI,SPA Density,170.66666666666666
4,4,PI,SPA Density,413.3333333333333
5,4,PI,SPA Density,74.66666666666667
1,5,PI,SPA Density,141.33333333333334
2,5,PI,SPA Density,18.666666666666668
3,5,PI,SPA Density,106.66666666666667
4,5,PI,SPA Density,642.6666666666666
5,5,PI,SPA Density,474.6666666666667
1,6,PI,SPA Density,104
2,6,PI,SPA Density,0
3,6,PI,SPA Density,0
2,1,PI,SPA Density,0
4,6,PI,SPA Density,120
5,6,PI,SPA Density,0
1,7,PI,SPA Density,133.33333333333334
2,7,PI,SPA Density,304
3,7,PI,SPA Density,445.3333333333333
4,7,PI,SPA Density,594.6666666666666
5,7,PI,SPA Density,0
1,8,PI,SPA Density,112
2,8,PI,SPA Density,53.333333333333336
3,8,PI,SPA Density,0
3,1,PI,SPA Density,85.33333333333333
4,8,PI,SPA Density,0
5,8,PI,SPA Density,0
1,9,PI,SPA Density,0
2,9,PI,SPA Density,562.6666666666666
3,9,PI,SPA Density,696
4,9,PI,SPA Density,218.66666666666666
5,9,PI,SPA Density,162.66666666666666
1,10,PI,SPA Density,104
2,10,PI,SPA Density,90.66666666666667
3,10,PI,SPA Density,816
4,1,PI,SPA Density,101.33333333333333
4,10,PI,SPA Density,848
5,10,PI,SPA Density,0
1,11,PI,SPA Density,125.33333333333333
2,11,PI,SPA Density,88
3,11,PI,SPA Density,194.66666666666666
4,11,PI,SPA Density,205.33333333333334
5,11,PI,SPA Density,0
1,12,PI,SPA Density,133.33333333333334
2,12,PI,SPA Density,37.333333333333336
3,12,PI,SPA Density,173.33333333333334
5,1,PI,SPA Density,320
4,12,PI,SPA Density,208
5,12,PI,SPA Density,0
1,2,PI,SPA Density,221.33333333333334
2,2,PI,SPA Density,18.666666666666668
3,2,PI,SPA Density,445.3333333333333
4,2,PI15,SPA Density,416
5,2,PI15,SPA Density,104
1,3,PI15,SPA Density,40
2,3,PI15,SPA Density,0
3,3,PI15,SPA Density,50.666666666666664
4,3,PI15,SPA Density,480
5,3,PI15,SPA Density,152
1,4,PI15,SPA Density,277.3333333333333
2,4,PI15,SPA Density,64
3,4,PI15,SPA Density,514.6666666666666
1,1,PI15,SPA Density,202.66666666666666
4,4,PI15,SPA Density,370.6666666666667
5,4,PI15,SPA Density,26.666666666666668
5,5,PI15,SPA Density,13.333333333333334
4,5,PI15,SPA Density,354.6666666666667
3,5,PI15,SPA Density,109.33333333333333
2,5,PI15,SPA Density,157.33333333333334
1,5,PI15,SPA Density,0
1,6,PI15,SPA Density,93.33333333333333
2,6,PI15,SPA Density,0
3,6,PI15,SPA Density,0
2,1,PI15,SPA Density,0
4,6,PI15,SPA Density,93.33333333333333
5,6,PI15,SPA Density,0
1,7,PI15,SPA Density,101.33333333333333
2,7,PI15,SPA Density,240
3,7,PI15,SPA Density,362.6666666666667
4,7,PI15,SPA Density,424
5,7,PI15,SPA Density,0
1,8,PI15,SPA Density,181.33333333333334
2,8,PI15,SPA Density,170.66666666666666
3,8,PI15,SPA Density,154.66666666666666
3,1,PI15,SPA Density,202.66666666666666
4,8,PI15,SPA Density,400
5,8,PI15,SPA Density,384
1,9,PI15,SPA Density,0
2,9,PI15,SPA Density,514.6666666666666
3,9,PI15,SPA Density,530.6666666666666
4,9,PI15,SPA Density,106.66666666666667
5,9,PI15,SPA Density,69.33333333333333
1,10,PI15,SPA Density,114.66666666666667
2,10,PI15,SPA Density,26.666666666666668
3,10,PI15,SPA Density,448
4,1,PI15,SPA Density,96
4,10,PI15,SPA Density,264
5,10,PI15,SPA Density,16
1,11,PI15,SPA Density,184
2,11,PI15,SPA Density,106.66666666666667
3,11,PI15,SPA Density,226.66666666666666
4,11,PI15,SPA Density,314.6666666666667
5,11,PI15,SPA Density,0
1,12,PI15,SPA Density,232
2,12,PI15,SPA Density,32
3,12,PI15,SPA Density,0
5,1,PI15,SPA Density,256
4,12,PI15,SPA Density,96
5,12,PI15,SPA Density,0
1,2,PI15,SPA Density,440
2,2,PI15,SPA Density,13.333333333333334
3,2,PI15,SPA Density,485.3333333333333
4,2,SQ,SPA Density,0
5,2,SQ,SPA Density,45.333333333333336
1,3,SQ,SPA Density,0
2,3,SQ,SPA Density,0
3,3,SQ,SPA Density,0
4,3,SQ,SPA Density,18.666666666666668
5,3,SQ,SPA Density,72
1,4,SQ,SPA Density,74.66666666666667
2,4,SQ,SPA Density,154.66666666666666
3,4,SQ,SPA Density,0
1,1,SQ,SPA Density,0
4,4,SQ,SPA Density,13.333333333333334
5,4,SQ,SPA Density,56
5,5,SQ,SPA Density,184
4,5,SQ,SPA Density,136
3,5,SQ,SPA Density,117.33333333333333
2,5,SQ,SPA Density,0
1,5,SQ,SPA Density,58.666666666666664
1,6,SQ,SPA Density,216
2,6,SQ,SPA Density,0
3,6,SQ,SPA Density,0
2,1,SQ,SPA Density,37.333333333333336
4,6,SQ,SPA Density,165.33333333333334
5,6,SQ,SPA Density,82.66666666666667
1,7,SQ,SPA Density,226.66666666666666
2,7,SQ,SPA Density,0
3,7,SQ,SPA Density,0
4,7,SQ,SPA Density,272
5,7,SQ,SPA Density,26.666666666666668
1,8,SQ,SPA Density,160
2,8,SQ,SPA Density,2.6666666666666665
3,8,SQ,SPA Density,0
3,1,SQ,SPA Density,5.333333333333333
4,8,SQ,SPA Density,114.66666666666667
5,8,SQ,SPA Density,0
1,9,SQ,SPA Density,45.333333333333336
2,9,SQ,SPA Density,5.333333333333333
3,9,SQ,SPA Density,0
4,9,SQ,SPA Density,5.333333333333333
5,9,SQ,SPA Density,0
1,10,SQ,SPA Density,88
2,10,SQ,SPA Density,0
3,10,SQ,SPA Density,72
4,1,SQ,SPA Density,341.3333333333333
4,10,SQ,SPA Density,77.33333333333333
5,10,SQ,SPA Density,0
1,11,SQ,SPA Density,160
2,11,SQ,SPA Density,0
3,11,SQ,SPA Density,0
4,11,SQ,SPA Density,0
5,11,SQ,SPA Density,224
1,12,SQ,SPA Density,106.66666666666667
2,12,SQ,SPA Density,114.66666666666667
3,12,SQ,SPA Density,26.666666666666668
5,1,SQ,SPA Density,168
4,12,SQ,SPA Density,248
5,12,SQ,SPA Density,408
1,2,SQ,SPA Density,0
2,2,SQ,SPA Density,0
3,2,SQ,SPA Density,0
4,2,W,SPA Density,317.3333333333333
5,2,W,SPA Density,98.66666666666667
1,3,W,SPA Density,458.6666666666667
2,3,W,SPA Density,344
3,3,W,SPA Density,440
4,3,W,SPA Density,413.3333333333333
5,3,W,SPA Density,160
1,4,W,SPA Density,200
2,4,W,SPA Density,450.6666666666667
3,4,W,SPA Density,584
1,1,W,SPA Density,301.3333333333333
4,4,W,SPA Density,381.3333333333333
5,4,W,SPA Density,101.33333333333333
1,5,W,SPA Density,896
2,5,W,SPA Density,112
3,5,W,SPA Density,114.66666666666667
4,5,W,SPA Density,248
5,5,W,SPA Density,624
1,6,W,SPA Density,848
2,6,W,SPA Density,330.6666666666667
3,6,W,SPA Density,522.6666666666666
2,1,W,SPA Density,402.6666666666667
4,6,W,SPA Density,146.66666666666666
5,6,W,SPA Density,0
1,7,W,SPA Density,869.3333333333334
2,7,W,SPA Density,24
3,7,W,SPA Density,82.66666666666667
4,7,W,SPA Density,154.66666666666666
5,7,W,SPA Density,0
1,8,W,SPA Density,0
2,8,W,SPA Density,0
3,8,W,SPA Density,472
3,1,W,SPA Density,413.3333333333333
4,8,W,SPA Density,0
5,8,W,SPA Density,0
1,9,W,SPA Density,360
2,9,W,SPA Density,269.3333333333333
3,9,W,SPA Density,605.3333333333334
4,9,W,SPA Density,552
5,9,W,SPA Density,2.6666666666666665
1,10,W,SPA Density,405.3333333333333
2,10,W,SPA Density,626.6666666666666
3,10,W,SPA Density,376
4,1,W,SPA Density,248
4,10,W,SPA Density,330.6666666666667
5,10,W,SPA Density,376
1,11,W,SPA Density,306.6666666666667
2,11,W,SPA Density,432
3,11,W,SPA Density,557.3333333333334
4,11,W,SPA Density,272
5,11,W,SPA Density,621.3333333333334
1,12,W,SPA Density,829.3333333333334
2,12,W,SPA Density,248
3,12,W,SPA Density,453.3333333333333
5,1,W,SPA Density,34.666666666666664
4,12,W,SPA Density,648
5,12,W,SPA Density,18.666666666666668
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
1,2,W,SPA Density,141.33333333333334
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
0,0,W,SPA Density,0
2,2,W,SPA Density,413.3333333333333
3,2,W,SPA Density,488
2,11,EP,SPA Height,23.7
1,11,EP,SPA Height,29.5
5,10,EP,SPA Height,3.5
4,10,EP,SPA Height,27.7
3,10,EP,SPA Height,11.1
2,10,EP,SPA Height,19.3
1,10,EP,SPA Height,38.9
1,9,EP,SPA Height,44.5
2,9,EP,SPA Height,44
3,9,EP,SPA Height,31.1
1,12,EP,SPA Height,31.5
4,9,EP,SPA Height,40.9
5,9,EP,SPA Height,56.1
1,8,EP,SPA Height,49
2,8,EP,SPA Height,13.7
3,8,EP,SPA Height,27.5
4,8,EP,SPA Height,24.2
5,8,EP,SPA Height,46.1
1,7,EP,SPA Height,32.1
2,7,EP,SPA Height,22.4
3,7,EP,SPA Height,29
2,12,EP,SPA Height,18.6
4,7,EP,SPA Height,40.8
5,7,EP,SPA Height,24
1,6,EP,SPA Height,35.2
2,6,EP,SPA Height,35.3
3,6,EP,SPA Height,31.1
4,6,EP,SPA Height,22.1
5,6,EP,SPA Height,0
5,5,EP,SPA Height,35.8
4,5,EP,SPA Height,48.8
3,5,EP,SPA Height,21.5
3,12,EP,SPA Height,25
2,5,EP,SPA Height,33.8
1,5,EP,SPA Height,74.7
1,4,EP,SPA Height,43.6
2,4,EP,SPA Height,18
3,4,EP,SPA Height,42.9
4,4,EP,SPA Height,40.1
5,4,EP,SPA Height,0
5,3,EP,SPA Height,40.9
4,3,EP,SPA Height,0
3,3,EP,SPA Height,0
4,12,EP,SPA Height,32.8
2,3,EP,SPA Height,6.1
1,3,EP,SPA Height,47
1,2,EP,SPA Height,63.1
2,2,EP,SPA Height,58.5
3,2,EP,SPA Height,0
4,2,EP,SPA Height,44.5
5,2,EP,SPA Height,52.2
1,1,EP,SPA Height,44.9
2,1,EP,SPA Height,39.2
3,1,EP,SPA Height,41
5,12,EP,SPA Height,0
4,1,EP,SPA Height,42.6
5,1,EP,SPA Height,0
5,11,EP,SPA Height,24.4
4,11,EP,SPA Height,23.9
3,11,EP,SPA Height,19
4,8,GC,SPA Height,0
5,8,GC,SPA Height,0
1,12,GC,SPA Height,58.8
2,12,GC,SPA Height,44.1
3,12,GC,SPA Height,29.9
4,12,GC,SPA Height,0
5,12,GC,SPA Height,0
1,7,GC,SPA Height,70.4
2,7,GC,SPA Height,63.7
1,6,GC,SPA Height,78.1
1,10,GC,SPA Height,78.45
2,6,GC,SPA Height,76.2
5,1,GC,SPA Height,26.7
1,4,GC,SPA Height,67.9
2,4,GC,SPA Height,54.3
3,4,GC,SPA Height,0
4,4,GC,SPA Height,0
5,4,GC,SPA Height,0
1,5,GC,SPA Height,77.2
2,5,GC,SPA Height,0
3,5,GC,SPA Height,0
2,10,GC,SPA Height,23.7
4,5,GC,SPA Height,57
5,5,GC,SPA Height,0
1,11,GC,SPA Height,63.7
2,11,GC,SPA Height,33.7
3,11,GC,SPA Height,0
4,11,GC,SPA Height,0
5,11,GC,SPA Height,0
1,9,GC,SPA Height,88.4
2,9,GC,SPA Height,0
3,9,GC,SPA Height,0
3,10,GC,SPA Height,0
4,9,GC,SPA Height,0
5,9,GC,SPA Height,0
5,7,GC,SPA Height,0
4,7,GC,SPA Height,36.8
3,7,GC,SPA Height,26.4
5,6,GC,SPA Height,0
4,6,GC,SPA Height,0
4,10,GC,SPA Height,0
5,10,GC,SPA Height,0
1,8,GC,SPA Height,62.1
2,8,GC,SPA Height,65.8
3,8,GC,SPA Height,68.2
4,2,Med,SPA Height,0
5,2,Med,SPA Height,0
1,3,Med,SPA Height,0
2,3,Med,SPA Height,0
3,3,Med,SPA Height,0
4,3,Med,SPA Height,0
5,3,Med,SPA Height,0
1,4,Med,SPA Height,31
2,4,Med,SPA Height,29.2
3,4,Med,SPA Height,11.1
1,1,Med,SPA Height,25
4,4,Med,SPA Height,19.7
5,4,Med,SPA Height,0
5,5,Med,SPA Height,0
4,5,Med,SPA Height,0
3,5,Med,SPA Height,0
2,5,Med,SPA Height,0
1,5,Med,SPA Height,31
1,6,Med,SPA Height,22
2,6,Med,SPA Height,26.4
3,6,Med,SPA Height,26.6
2,1,Med,SPA Height,40
4,6,Med,SPA Height,32.7
5,6,Med,SPA Height,14.4
1,7,Med,SPA Height,44.8
2,7,Med,SPA Height,18.6
3,7,Med,SPA Height,17.8
4,7,Med,SPA Height,16.2
5,7,Med,SPA Height,0
1,8,Med,SPA Height,41.5
2,8,Med,SPA Height,17.3
3,8,Med,SPA Height,18
3,1,Med,SPA Height,51
4,8,Med,SPA Height,22.6
5,8,Med,SPA Height,0
5,9,Med,SPA Height,21.1
4,9,Med,SPA Height,17.1
3,9,Med,SPA Height,42
2,9,Med,SPA Height,11.6
1,9,Med,SPA Height,45.4
5,10,Med,SPA Height,37.8
4,10,Med,SPA Height,34.5
3,10,Med,SPA Height,28.6
4,1,Med,SPA Height,29.1
2,10,Med,SPA Height,18.8
1,10,Med,SPA Height,63.5
1,11,Med,SPA Height,99.6
2,11,Med,SPA Height,33.8
3,11,Med,SPA Height,33.3
4,11,Med,SPA Height,37
5,11,Med,SPA Height,0
1,12,Med,SPA Height,74.6
2,12,Med,SPA Height,10.8
3,12,Med,SPA Height,17.8
5,1,Med,SPA Height,21.4
4,12,Med,SPA Height,33.3
5,12,Med,SPA Height,43.5
1,2,Med,SPA Height,0
2,2,Med,SPA Height,21.5
3,2,Med,SPA Height,35.9
4,2,N,SPA Height,50.1
5,2,N,SPA Height,27.1
1,3,N,SPA Height,41.2
2,3,N,SPA Height,22.5
3,3,N,SPA Height,59.1
4,3,N,SPA Height,30.8
5,3,N,SPA Height,0
1,4,N,SPA Height,48.7
2,4,N,SPA Height,34.5
3,4,N,SPA Height,66.8
1,1,N,SPA Height,36.6
4,4,N,SPA Height,43.4
5,4,N,SPA Height,0
1,5,N,SPA Height,87.3
2,5,N,SPA Height,42.25
3,5,N,SPA Height,28.1
4,5,N,SPA Height,59.9
5,5,N,SPA Height,46.660000000000004
1,6,N,SPA Height,64.8
2,6,N,SPA Height,32.5
3,6,N,SPA Height,39.8
2,1,N,SPA Height,35.4
4,6,N,SPA Height,52.3
5,6,N,SPA Height,48
1,7,N,SPA Height,53.4
2,7,N,SPA Height,29.7
3,7,N,SPA Height,33.6
4,7,N,SPA Height,28.5
5,7,N,SPA Height,57
1,8,N,SPA Height,81.5
2,8,N,SPA Height,31.7
3,8,N,SPA Height,27.5
3,1,N,SPA Height,44.1
4,8,N,SPA Height,23.8
5,8,N,SPA Height,32.1
1,9,N,SPA Height,39.5
