"Site","Transect","Quadrat","Species","Count","N_Squares"
"W",11,1,"Curculionidae",1,1
"W",11,1,"Cyphon sp.",1,1
"W",11,1,"Delphacodes",7,5
"W",11,1,"Dohrniphora sp",3,3
"W",11,1,"Grammonota trivitatta",17,6
"W",11,1,"Hebridae",1,1
"W",11,1,"Linyphidae",15,8
"W",11,1,"Littorina littorea",5,4
"W",11,1,"Orobatid mite",3,1
"W",11,1,"Paraclius sp.",4,4
"W",11,1,"Prokelisia sp",7,3
"W",11,1,"Tipulidae",1,1
"W",11,1,"Trigonotylus sp",4,3
"W",11,1,"Trombid mite",2,1
"W",11,3,"Amphipoda",101,14
"W",11,3,"callitula sp",3,3
"W",11,3,"Clubonia sp",35,14
"W",11,3,"Conocephalus spartinae",9,8
"W",11,3,"Dohrniphora sp",20,8
"W",11,3,"Hebridae",2,2
"W",11,3,"hemiptera nymph",158,15
"W",11,3,"Linyphidae",12,7
"W",11,3,"Orobatid mite",19,11
"W",11,3,"Paraclius sp.",17,10
"W",11,3,"Prokelisia sp",50,14
"W",11,3,"Tipula sp.",3,2
"W",11,3,"Trigonotylus sp",11,9
"W",11,3,"Trombid mite",1,1
"W",11,5,"Amphipoda",21,13
"W",11,5,"Cecidomyidae",1,1
"W",11,5,"Chloropidae",8,6
"W",11,5,"Clubonia sp",2,1
"W",11,5,"Conocephalus spartinae",3,3
"W",11,5,"Grammonota trivitatta",1,1
"W",11,5,"Linyphidae",16,12
"W",11,5,"Megamealus sp.",1,1
"W",11,5,"Orobatid mite",5,2
"W",11,5,"Paraclius sp.",1,1
"W",11,5,"Pardosa sp.",2,2
"W",11,5,"Tineidae",1,1
"W",11,5,"Trombid mite",6,5
"W",11,5,"Tytthus sp.",3,3
"W",11,5,"Venzilla parvus",8,7
"W",12,1,"Acrodactyla sp",2,1
"W",12,1,"Amphipoda",6,6
"W",12,1,"callitula sp",1,1
"W",12,1,"Cecidomyidae",5,3
"W",12,1,"Chloropidae",7,5
"W",12,1,"Cicadellidae",1,1
"W",12,1,"Clubonia sp",1,1
"W",12,1,"Conocephalus spartinae",4,2
"W",12,1,"Delphacodes",6,6
"W",12,1,"Linyphidae",1,1
"W",12,1,"Littorina littorea",1,1
"W",12,1,"Paraclius sp.",8,6
"W",12,1,"Prokelisia sp",3,2
"W",12,1,"Trigonotylus sp",3,3
"W",12,1,"Tytthus sp.",1,1
"W",12,3,"Amphipoda",3,2
"W",12,3,"Chloropidae",31,14
"W",12,3,"Cicadellidae",1,1
"W",12,3,"Conocephalus spartinae",1,1
"W",12,3,"Delphacodes",1,1
"W",12,3,"green eye fly",1,1
"W",12,3,"hemiptera nymph",1,1
"W",12,3,"Linyphidae",2,1
"W",12,3,"Mycetophilidae ",1,1
"W",12,3,"Paraclius sp.",39,13
"W",12,3,"Reduviidae",1,1
"W",12,3,"Trigonotylus sp",3,3
"W",12,5,"Amphipoda",11,3
"W",12,5,"callitula sp",1,1
"W",12,5,"Chaetopsis sp.",2,1
"W",12,5,"Chloropidae",12,4
"W",12,5,"Clubonia sp",6,4
"W",12,5,"Conocephalus spartinae",1,1
"W",12,5,"Cyphon sp.",3,1
"W",12,5,"Delphacodes",6,3
"W",12,5,"green eye fly",1,1
"W",12,5,"Lasius",6,3
"W",12,5,"Orobatid mite",17,8
"W",12,5,"Paraclius sp.",5,1
"W",12,5,"Pardosa sp.",1,1
"W",12,5,"Prokelisia sp",6,4
"W",12,5,"pyrrhocoridae sp",1,1
"W",12,5,"Tetragnatha sp",3,1
"W",12,5,"Tineidae",1,1
"W",12,5,"Trombid mite",8,2
"W",12,5,"Tytthus sp.",1,1
"W",12,5,"Venzilla parvus",3,2
